Rk,Player,Pos,Age,Team,WinPct,G,GS,Mpg,MP,PER,TSpct,ORBpct,DRBpct,TRBpct,ASTpct,STLpct,BLKpct,TOVpct,OWS,DWS,WS,WSp48,OBPM,DBPM,BPM,VORP,BLK,TOV,PF,PTS,3PA,3P,FTA
109,Darrell Arthur,SF,25,DEN,0.439,68,1,17.1,1162.8,9.4,0.459,4.8,14.7,9.8,8,1.6,3,11.7,-0.5,1.2,0.7,0.029,-3.8,1,-2.8,-0.2,0.7,0.9,2.7,5.9,0.9,0.375,0.9
110,Charlie Villanueva,PF,29,DET,0.354,20,0,9,180,12.7,0.469,3.5,17.9,10.3,5.5,1.1,2.2,6.7,0,0.1,0.1,0.034,-1.2,-4,-5.2,-0.1,0.3,0.4,0.8,4.6,2.8,0.25,0.7
111,Rodney Stuckey,SG,27,DET,0.354,73,5,26.7,1949.1,14,0.516,2.1,7.7,4.7,12.7,1.4,0.4,11.3,1.8,0.4,2.2,0.053,-1.2,-2.9,-4.1,-1,0.1,1.7,1.8,13.9,1.2,0.273,4
112,Josh Smith,SF,28,DET,0.354,77,76,35.5,2733.5,14.1,0.463,3.9,17.6,10.4,15,1.9,3.2,12.7,-1.4,2.5,1.1,0.02,-1.7,1.1,-0.6,0.9,1.4,2.6,2.6,16.4,3.4,0.264,3.9
113,Peyton Siva,SG,23,DET,0.354,24,0,9.3,223.2,5.7,0.425,0.9,6.2,3.4,21,2,0.4,22.1,-0.2,0.1,-0.2,-0.032,-4.4,-2.8,-7.3,-0.3,0,0.8,1.1,2.3,1,0.28,0.6
114,Kyle Singler,SF,25,DET,0.354,82,36,28.5,2337,11.8,0.574,5.2,9.2,7.1,4.7,1.3,1.3,10.4,3.6,0.7,4.4,0.09,0.7,-0.8,-0.1,1.1,0.5,1,2.6,9.6,3,0.382,2.2
115,Greg Monroe,PF,23,DET,0.354,82,82,32.8,2689.6,18.1,0.531,9.9,21.6,15.4,10.3,1.7,1.4,12.4,3.7,2.3,5.9,0.106,0,0.4,0.3,1.6,0.6,2,2.5,15.2,0,0,4.5
116,Tony Mitchell,PF,21,DET,0.354,21,0,3.8,79.8,18.1,0.54,19.7,16,18,3.4,3.8,3,16.4,0.1,0.1,0.2,0.151,-0.1,1.4,1.3,0.1,0.1,0.2,0.4,1,0,1,0.9
117,Jonas Jerebko,PF,26,DET,0.354,64,0,11.6,742.4,13.4,0.577,7.2,19.3,12.9,7.8,1.4,0.6,15.5,1,0.5,1.4,0.092,-0.7,-1.4,-2.1,0,0.1,0.7,1.3,4.2,1.2,0.419,0.9
118,Brandon Jennings,PG,24,DET,0.354,80,79,34.1,2728,15.6,0.486,2.2,7.8,4.9,34.4,1.9,0.2,14.4,3,0.9,3.9,0.068,2.1,-2.6,-0.5,1,0.1,2.7,2,15.5,5.7,0.337,4
119,Josh Harrellson,C,24,DET,0.354,32,0,9.9,316.8,13.4,0.547,9.8,16.7,13.1,6.9,1,3.8,10.5,0.5,0.2,0.7,0.108,-0.5,0.2,-0.2,0.1,0.5,0.3,1.4,2.9,1,0.387,0.2
120,Andre Drummond,C,20,DET,0.354,81,81,32.3,2616.3,22.6,0.599,17.5,27.7,22.3,2.2,2,4,10.7,6.4,3.5,9.9,0.182,1.1,0.5,1.6,2.4,1.6,1.4,3.4,13.5,0,0,4
121,Luigi Datome,SF,26,DET,0.354,34,0,7,238,8,0.409,6.1,15.5,10.6,7,1.3,0.3,9.8,-0.2,0.1,-0.1,-0.023,-3.8,-3.2,-7,-0.3,0,0.3,0.6,2.4,1.1,0.179,0.3
122,Kentavious Caldwell-Pope,SG,20,DET,0.354,80,41,19.8,1584,9.4,0.483,2.5,8.6,5.4,5,2.4,0.6,5.4,1,0.8,1.8,0.055,-1.2,-0.8,-2.1,0,0.2,0.4,1.8,5.9,2.3,0.319,0.8
123,Will Bynum,PG,31,DET,0.354,56,3,18.8,1052.8,14.4,0.502,2.4,8.2,5.1,32.5,1.9,0.5,17.6,0.6,0.4,1,0.047,-0.7,-2.8,-3.5,-0.4,0.1,1.8,2.2,8.7,1.1,0.323,2.2
124,Chauncey Billups,SG,37,DET,0.354,19,7,16.3,309.7,5.3,0.427,1.3,8.9,4.9,18.7,1.3,0.3,22.9,-0.3,0.1,-0.3,-0.042,-3.8,-2.4,-6.3,-0.3,0.1,1.3,1.3,3.8,2.5,0.292,0.6
125,Klay Thompson,SG,23,GSW,0.622,81,81,35.4,2867.4,14.3,0.555,1.5,7.9,4.7,10.2,1.3,1,9.2,3.5,3.2,6.7,0.112,1.3,-0.6,0.7,1.9,0.5,1.7,2.9,18.4,6.6,0.417,2.3
126,Marreese Speights,C,26,GSW,0.622,79,3,12.4,979.6,15.2,0.507,11.4,20.6,16.1,5.3,0.5,2.6,11.6,0.6,1.5,2.1,0.103,-3.9,-1.3,-5.2,-0.8,0.4,0.8,1.9,6.4,0.4,0.258,1.7
127,Jermaine O'Neal,PF,35,GSW,0.622,44,13,20.1,884.4,15.3,0.57,10.7,19.1,15,4.2,0.8,3.4,14.5,1.3,1.4,2.7,0.146,-2.5,1.2,-1.3,0.2,0.9,1.2,2.3,7.9,0,,3
128,Nemanja Nedovic,SG,22,GSW,0.622,24,0,5.9,141.6,-1.7,0.306,2.3,9.1,5.8,12.1,0,0.5,23.4,-0.5,0.1,-0.4,-0.132,-8.9,-1.6,-10.6,-0.3,0,0.5,0.5,1.1,0.8,0.167,0.3
129,David Lee,PF,30,GSW,0.622,69,67,33.2,2290.8,19.1,0.566,8.8,21.6,15.3,10.9,1,0.9,12,4.1,3.5,7.6,0.16,-0.1,0.8,0.8,1.6,0.4,2.2,3,18.2,0,0,4.3
130,Ognjen Kuzmic,C,23,GSW,0.622,21,0,4.4,92.4,3.4,0.42,12.1,12.8,12.5,2.9,1.6,3.3,35.9,-0.2,0.1,0,-0.025,-7.5,2.3,-5.2,-0.1,0.2,0.5,0.8,0.7,0,,0.5
131,Andre Iguodala,SF,30,GSW,0.622,63,63,32.4,2041.2,13.7,0.57,2.9,12.6,7.8,18.2,2.3,0.7,16.2,2.7,3.1,5.8,0.135,0.5,2.5,3,2.6,0.3,1.6,1.6,9.3,2.8,0.354,2.1
132,Draymond Green,SF,23,GSW,0.622,82,12,21.9,1795.8,12.7,0.498,5.3,19.3,12.4,11.9,2.8,3,15.1,0.7,3.8,4.5,0.119,-1.6,4.4,2.8,2.2,0.9,1.1,2.8,6.2,2,0.333,1.5
133,Stephen Curry,PG,25,GSW,0.622,78,78,36.5,2847,24.1,0.61,1.8,10.9,6.4,39.9,2.2,0.4,16.1,9.3,4,13.4,0.225,7.4,0,7.4,6.7,0.2,3.8,2.5,24,7.9,0.424,4.5
134,Andrew Bogut,C,29,GSW,0.622,67,67,26.4,1768.8,17,0.61,11.4,29.7,20.7,9.3,1.3,5.2,19.4,2.4,4,6.5,0.176,-1.2,5.6,4.4,2.8,1.8,1.4,3.1,7.3,0,,1
135,Harrison Barnes,SF,21,GSW,0.622,78,24,28.3,2207.4,9.8,0.486,3.3,11.9,7.7,7.6,1.5,0.7,10,0.4,2.8,3.2,0.07,-2.3,0.9,-1.4,0.3,0.3,1.1,2,9.5,2.4,0.347,2.3
136,Hilton Armstrong,C,29,GSW,0.622,15,1,6.5,97.5,17,0.48,21.8,31,26.5,7.1,2.1,3.1,18.7,0.1,0.2,0.3,0.162,-2.5,3.1,0.6,0.1,0.3,0.4,0.7,1.7,0,,1.1
137,Greg Smith,C,23,HOU,0.659,11,0,9.1,100.1,13.7,0.629,13,16.8,15,0,0.5,1.5,14.2,0.2,0.1,0.2,0.119,-2.8,-4.7,-7.5,-0.1,0.2,0.5,1.5,3.5,0,,0.5
138,Josh Powell,F,31,HOU,0.659,1,0,19,19,2.5,0.333,0,27.7,14.6,0,0,3.9,14.3,-0.1,0,0,-0.094,-13.4,-3,-16.4,-0.1,1,1,1,4,0,,0
139,Chandler Parsons,SF,25,HOU,0.659,74,74,37.6,2782.4,15.9,0.565,2.9,12.8,8.2,17.3,1.6,0.8,11.7,5.1,2.5,7.6,0.131,2.2,0.4,2.6,3.2,0.4,1.9,2.3,16.6,4.7,0.37,3
140,Donatas Motiejunas,PF,23,HOU,0.659,62,3,15.4,954.8,10.7,0.504,7.4,18.2,13.1,5.5,1,1.6,12.7,0.3,1,1.4,0.069,-2.7,-0.8,-3.5,-0.4,0.3,0.8,2.1,5.5,1.4,0.25,1.5
141,Jeremy Lin,PG,25,HOU,0.659,71,33,28.9,2051.9,14.3,0.572,2,7.8,5.1,22.3,1.6,1,18.4,2.8,1.6,4.4,0.103,0.6,-1,-0.4,0.8,0.4,2.5,2.3,12.5,3.2,0.358,3.7
142,Terrence Jones,PF,22,HOU,0.659,76,71,27.3,2074.8,19.1,0.577,9.2,18.5,14.1,7,1.3,3.5,8.2,4.6,2.7,7.3,0.169,0.9,1.3,2.2,2.2,1.3,0.9,1.8,12.1,1.3,0.307,2.6
143,Dwight Howard,C,28,HOU,0.659,71,71,33.7,2392.7,21.3,0.6,11.4,27.9,20.1,9.3,1.2,4,17.5,4,4.1,8,0.161,-0.3,2.2,1.9,2.4,1.8,3.2,3.4,18.3,0.1,0.286,9
144,James Harden,SG,24,HOU,0.659,73,73,38,2774,23.5,0.618,2.6,10.7,6.9,27.3,2.1,0.8,15,10.1,2.7,12.8,0.221,6.2,-0.5,5.7,5.4,0.4,3.6,2.4,25.4,6.6,0.366,9.1
145,Francisco Garcia,SF,32,HOU,0.659,55,4,19.7,1083.5,9.3,0.521,2.3,9.8,6.3,8.6,1.2,2.3,9,0.8,0.9,1.8,0.078,-0.3,0.1,-0.2,0.5,0.6,0.5,2.2,5.7,3.5,0.358,0.3
146,Troy Daniels,SG,22,HOU,0.659,5,1,15,75,16,0.677,0,5.6,3,11.4,0,0,8.8,0.2,0,0.2,0.15,4.3,-5.5,-1.2,0,0,0.6,1.2,8.4,5,0.48,0
147,Robert Covington,SF,23,HOU,0.659,7,0,4.9,34.3,15,0.571,6.9,9.3,8.2,0,2.9,0,6.7,0.1,0,0.1,0.122,1.3,-4.9,-3.6,0,0,0.1,0.4,2.3,1.6,0.364,0
148,Omri Casspi,PF,25,HOU,0.659,71,2,18.1,1285.1,12.9,0.528,5.1,16.8,11.3,10.5,1.7,0.8,13.4,1,1.4,2.4,0.091,-0.6,-0.2,-0.8,0.4,0.2,1,1.4,6.9,2.5,0.347,1.7
149,Isaiah Canaan,PG,22,HOU,0.659,22,0,11.5,253,9.5,0.506,3.3,7.1,5.3,13.2,1.6,1.2,17.4,0,0.2,0.2,0.031,-1.4,-2,-3.4,-0.1,0.2,1,1.1,4.6,2.5,0.327,1.3
150,Patrick Beverley,SG,25,HOU,0.659,56,55,31.3,1752.8,12.4,0.545,4.9,7.4,6.2,12.8,2.2,1,11.2,2.7,1.6,4.2,0.116,1.9,0.6,2.5,2,0.4,1.2,3.1,10.2,4.6,0.361,1.8
151,Omer Asik,C,27,HOU,0.659,48,19,20.2,969.6,14,0.57,12.3,30.1,21.7,3.8,0.7,2.8,19.4,1,1.5,2.4,0.121,-3.1,0.7,-2.4,-0.1,0.8,1.2,1.9,5.8,0,,2.6
152,David West,PF,33,IND,0.683,80,80,30.9,2472,17.5,0.533,5.7,18.3,12.3,16.1,1.3,2.3,11.2,3.1,5,8.1,0.157,-0.6,2.7,2,2.5,0.9,1.7,2.3,14,0.2,0.267,3.1
153,C.J. Watson,PG,29,IND,0.683,63,5,18.9,1190.7,13,0.555,1.9,7.4,4.8,14.4,2.6,0.5,13.9,1.1,2.1,3.2,0.13,-0.3,0.8,0.5,0.7,0.1,1,1,6.6,2.3,0.366,1.4
154,Lance Stephenson,SG,23,IND,0.683,78,78,35.3,2753.4,14.7,0.564,4.1,18.1,11.4,22.1,1,0.2,18,2.6,4.8,7.4,0.13,0.7,1.7,2.3,3,0.1,2.7,2.5,13.8,3.1,0.352,2.5
155,Donald Sloan,SG,26,IND,0.683,48,1,8.2,393.6,8.5,0.437,1.2,11,6.3,20.1,1.3,0.2,14.9,-0.3,0.6,0.3,0.039,-4.1,-0.7,-4.8,-0.3,0,0.5,0.4,2.3,0.9,0.238,0.4
156,Luis Scola,PF,33,IND,0.683,82,2,17.1,1402.2,13.4,0.505,7.2,23.4,15.7,10.4,1,0.9,14.8,-0.4,2.8,2.5,0.084,-4.3,0.5,-3.8,-0.6,0.2,1.3,2,7.6,0.1,0.143,1.7
157,Ian Mahinmi,C,27,IND,0.683,77,1,16.2,1247.4,10.2,0.538,10.1,12.9,11.6,2.9,1.7,4.4,18.7,0.7,2.7,3.3,0.129,-3.3,3.6,0.3,0.7,0.9,0.8,2.7,3.5,0,0,1.9
158,Solomon Hill,SF,22,IND,0.683,28,0,8.1,226.8,7.6,0.545,4.7,15.2,10.2,7.9,1.1,0.7,23.2,0,0.4,0.4,0.08,-3.3,1,-2.3,0,0.1,0.5,0.7,1.7,0.8,0.304,0.3
159,George Hill,PG,27,IND,0.683,76,76,32,2432,13.4,0.563,2.6,10.1,6.5,17.2,1.6,0.7,11.7,3.8,4,7.8,0.154,1,1.4,2.4,2.7,0.3,1.2,2.1,10.3,3.4,0.365,2.3
160,Roy Hibbert,C,27,IND,0.683,81,81,29.7,2405.7,13.5,0.499,9.9,15,12.5,6.2,0.6,5.7,14.5,0.5,5,5.4,0.108,-3.4,3.3,-0.2,1.1,2.2,1.8,3.3,10.8,0.1,0.4,3.3
161,Paul George,SF,23,IND,0.683,80,80,36.2,2896,20.1,0.555,2.6,17.7,10.5,17.9,2.7,0.6,12.5,4.4,6.4,10.8,0.178,2.9,1.8,4.7,4.9,0.3,2.8,2.5,21.7,6.3,0.364,5.8
162,Chris Copeland,SF,29,IND,0.683,41,0,6.5,266.5,17.6,0.621,3.1,10.1,6.8,12.6,0.6,2,10.2,0.6,0.4,1,0.186,3.5,-2.1,1.4,0.2,0.2,0.3,0.9,3.7,1.9,0.418,0.3
163,Rasual Butler,SG,34,IND,0.683,50,2,7.6,380,12.2,0.585,1.9,9.9,6.1,7.4,1,1.8,8.7,0.5,0.6,1.1,0.138,-0.6,-0.3,-0.9,0.1,0.2,0.2,0.6,2.7,1.2,0.419,0.3
164,Maalik Wayns,PG,22,LAC,0.695,2,0,4.5,9,19.3,0.5,0,23.9,12.3,31.7,11.1,0,0,0,0,0.1,0.313,2,9.2,11.2,0,0,0,2,1,0,,0
165,Sasha Vujacic,SG,29,LAC,0.695,2,0,5,10,1.5,0.5,0,32.2,16.7,0,5,0,37.5,-0.1,0,-0.1,-0.289,-16.7,-3.4,-20.1,0,0,1.5,0.5,2.5,1,0.5,0
166,Hedo Turkoglu,SF,34,LAC,0.695,38,0,10.3,391.4,11.3,0.492,3.2,21.4,12.6,11.9,2.4,2,12,0.1,0.7,0.8,0.095,-1.9,2.1,0.2,0.2,0.3,0.4,1.3,3,1.3,0.44,0.5
167,J.J. Redick,SG,29,LAC,0.695,35,34,28.2,987,16.6,0.598,1,7.1,4.2,12.6,1.4,0.2,8.6,2.3,0.7,3,0.147,2.9,-2.1,0.8,0.7,0.1,1.2,1.9,15.2,5.3,0.395,3
168,Chris Paul,PG,28,LAC,0.695,62,62,35,2170,25.9,0.58,2,11.4,6.9,48.9,3.5,0.1,12.4,9,3.2,12.2,0.27,6.8,0.6,7.4,5.2,0.1,2.3,2.5,19.1,3.4,0.368,5.6
169,DeAndre Jordan,C,25,LAC,0.695,82,82,35,2870,18.2,0.63,13.3,29.3,21.6,3.7,1.4,5.4,15.3,5.3,5.8,11.1,0.186,-0.1,4.2,4.1,4.4,2.5,1.5,3.2,10.4,0,,4.6
170,Antawn Jamison,PF,37,LAC,0.695,22,0,11.3,248.6,7.8,0.408,4.2,19.9,12.3,4.1,1.8,0.9,6.4,-0.3,0.4,0.1,0.019,-4.6,-1.4,-6,-0.2,0.1,0.3,1.3,3.8,1.9,0.195,1.1
171,Stephen Jackson,SF,35,LAC,0.695,9,0,11.9,107.1,0.1,0.27,2.2,8,5.2,6.2,2.8,0.7,17.8,-0.3,0.1,-0.2,-0.099,-6.8,0.9,-5.9,-0.1,0.1,0.7,1.2,1.7,1.6,0.071,0.4
172,Ryan Hollins,PF,29,LAC,0.695,61,0,7.9,481.9,11.9,0.73,7.4,13.1,10.4,2.4,0.9,4.9,23.1,0.7,0.6,1.3,0.126,-2,1.7,-0.3,0.2,0.5,0.5,1.4,2.3,0,,0.9
173,Blake Griffin,PF,24,LAC,0.695,80,80,35.8,2864,23.9,0.583,7.7,21.2,14.7,19.2,1.6,1.4,11.9,8.1,4.1,12.2,0.205,3,1.6,4.6,4.8,0.6,2.8,3.3,24.1,0.6,0.273,8.4
174,Willie Green,SG,32,LAC,0.695,55,9,15.8,869,7.1,0.477,1.6,8.2,5,8.3,1.3,1,10.6,-0.2,0.7,0.5,0.028,-2.6,-0.8,-3.4,-0.3,0.2,0.6,1.7,5,2.2,0.339,0.6
175,Jared Dudley,SF,28,LAC,0.695,74,43,23.4,1731.6,8.9,0.541,2.4,7.7,5.1,8.6,1.2,0.4,10.6,1.2,1.2,2.4,0.068,-0.3,-0.4,-0.8,0.5,0.1,0.8,2,6.9,3,0.36,0.8
176,Jamal Crawford,SG,33,LAC,0.695,69,24,30.3,2090.7,17.3,0.556,1.9,6.4,4.2,17.4,1.4,0.4,10.5,3.8,1.5,5.3,0.122,2.7,-2.6,0.2,1.2,0.2,2,1.7,18.6,6.5,0.361,4.7
177,Darren Collison,PG,26,LAC,0.695,80,35,25.9,2072,16.2,0.575,2.6,7.3,5,21.9,2.2,0.6,14.3,3.8,2,5.9,0.136,1.4,-0.4,1,1.6,0.2,1.7,1.9,11.4,2.4,0.376,2.8
178,Reggie Bullock,SF,22,LAC,0.695,43,0,9.2,395.6,6.7,0.46,3.2,11.7,7.6,4.3,1.1,0.2,9.4,-0.2,0.3,0.2,0.019,-2.9,-1.8,-4.7,-0.3,0,0.3,0.6,2.7,1.7,0.301,0.2
179,Matt Barnes,SF,33,LAC,0.695,63,40,27.5,1732.5,12,0.552,4,14.4,9.3,10.6,1.6,1.2,13,1.5,2,3.5,0.097,0.7,0.8,1.5,1.5,0.4,1.3,2.9,9.9,4.5,0.343,1.4
180,Nick Young,SG,28,LAL,0.329,64,9,28.3,1811.2,16,0.564,1.7,8.1,4.9,9,1.2,0.5,8.6,2.3,0.3,2.5,0.067,1.7,-3.6,-1.9,0,0.2,1.5,2.4,17.9,5.5,0.386,4.5
181,Shawne Williams,PF,27,LAL,0.329,36,13,20.9,752.4,9.5,0.503,3.6,20.2,11.9,5.7,1.2,2.9,9.5,0.1,0.6,0.7,0.045,-1.9,0.7,-1.2,0.2,0.8,0.6,2.6,5.6,3.6,0.326,0.6
182,Robert Sacre,C,24,LAL,0.329,65,13,16.8,1092,12.1,0.513,8,16.9,12.5,7,1.1,3.1,11.4,0.7,0.7,1.4,0.061,-3.1,0.7,-2.3,-0.1,0.7,0.7,2.1,5.4,0,,1.4
183,Steve Nash,PG,39,LAL,0.329,15,10,20.9,313.5,12.2,0.488,1.4,8.5,4.9,40.3,1.1,0.5,22.9,0.1,0,0.1,0.017,-2.5,-3.7,-6.2,-0.3,0.1,2.1,1.2,6.8,1.6,0.333,1.6
184,Jodie Meeks,SG,26,LAL,0.329,77,70,33.2,2556.4,14.7,0.601,1.3,6.9,4.1,8.5,2.1,0.1,9.9,3.8,0.7,4.5,0.084,2.2,-1.4,0.7,1.8,0.1,1.4,1.5,15.7,5.2,0.401,3.4
185,Kendall Marshall,PG,22,LAL,0.329,54,45,29,1566,12.6,0.494,1,9.6,5.3,44.3,1.5,0.2,25.6,0.6,0.3,0.9,0.029,-1.3,-3.2,-4.5,-1,0.1,2.8,1.4,8,3.3,0.399,0.7
186,Ryan Kelly,PF,22,LAL,0.329,59,25,22.2,1309.8,12.6,0.548,3.4,14.4,8.9,10.7,1.2,2.5,9.8,1.5,0.7,2.2,0.081,-0.5,0.3,-0.2,0.6,0.8,0.8,2.5,8,2.4,0.338,2.3
187,Chris Kaman,C,31,LAL,0.329,39,13,18.9,737.1,17,0.537,7.8,25.4,16.6,14.1,0.7,3.9,16.4,-0.2,0.7,0.5,0.036,-3.1,0.7,-2.4,-0.1,1,1.9,2.4,10.4,0.1,0,1.7
188,Wesley Johnson,SF,26,LAL,0.329,79,62,28.4,2243.6,11,0.522,3.3,13.3,8.3,8.2,1.9,2.5,11.6,0.4,1.5,1.9,0.041,-1.1,1.3,0.2,1.2,1,1.1,2.6,9.1,3.4,0.369,1
189,Jordan Hill,PF,26,LAL,0.329,72,32,20.8,1497.6,19.3,0.579,13.8,24.3,19,5.9,0.9,3.1,11.1,3.1,1.3,4.4,0.141,-0.5,-0.2,-0.7,0.5,0.9,1,2.4,9.7,0,0,2.5
190,Xavier Henry,SF,22,LAL,0.329,43,5,21.1,907.3,12.3,0.511,2.9,10.5,6.7,8.8,2.4,0.6,11.9,-0.1,0.5,0.3,0.017,-2.2,-1.4,-3.6,-0.4,0.2,1.3,1.8,10,1.9,0.346,4.1
191,Manny Harris,SG,24,LAL,0.329,9,0,20,180,10.9,0.485,4.1,16,10.1,9.5,1.1,0.4,10.7,-0.1,0.1,0,0.002,-2.9,-2,-4.9,-0.1,0.1,1,1.1,8.1,2.2,0.35,1.3
192,Elias Harris,SF,24,LAL,0.329,2,0,5.5,11,7.6,0,9.7,0,4.9,11.4,4.4,0,0,0,0,0,0.018,-3.7,2.7,-0.9,0,0,0,0,0,0,,0
193,Pau Gasol,C,33,LAL,0.329,60,60,31.4,1884,19.3,0.522,7,25.9,16.4,18.7,0.7,3.5,12.4,1.3,1.7,3,0.076,-1,1.6,0.6,1.3,1.5,2.4,2.1,17.4,0.2,0.286,4.2
194,Jordan Farmar,PG,27,LAL,0.329,41,5,22.2,910.2,15,0.533,2.3,9.8,6.1,34.6,2,0.6,19.6,0.4,0.4,0.7,0.039,0.9,-2,-1.1,0.2,0.2,2.3,1.6,10.1,3.9,0.438,1.4
195,Kobe Bryant,SG,35,LAL,0.329,6,6,29.5,177,10.7,0.505,1.2,14.5,7.8,34.6,1.9,0.4,29.2,-0.5,0.1,-0.4,-0.097,-4.7,-1.3,-5.9,-0.2,0.2,5.7,1.5,13.8,2.7,0.188,3.5
196,Zach Randolph,PF,32,MEM,0.61,79,79,34.2,2701.8,18.3,0.51,11.6,23.3,17.4,12.7,1.1,0.7,12,2.9,3.5,6.4,0.113,0.1,0.4,0.4,1.7,0.3,2.3,2.7,17.4,0.3,0.1,4.3
197,Tayshaun Prince,SF,33,MEM,0.61,76,76,25.6,1945.6,8.2,0.438,1.9,12.3,7.1,8.9,1.1,0.8,7.3,-0.2,1.8,1.5,0.038,-3.1,0.6,-2.6,-0.3,0.3,0.5,0.8,6,0.9,0.29,0.8
198,Quincy Pondexter,SG,25,MEM,0.61,15,2,18,270,10.3,0.52,4.4,7,5.7,11,1,0.3,14.2,0.2,0.2,0.4,0.063,-0.7,-1.9,-2.6,0,0.1,1,1.2,6.3,2.3,0.324,1.7
199,Mike Miller,SF,33,MEM,0.61,82,4,20.8,1705.6,12.5,0.619,2.1,12.3,7.2,11.5,0.8,0.2,14.1,2.6,1.4,3.9,0.111,1,-1,0.1,0.9,0.1,0.9,1.2,7.1,2.8,0.459,0.7
200,Jon Leuer,PF,24,MEM,0.61,49,0,13.1,641.9,17.6,0.566,6.8,22.4,14.6,5.2,1.5,1.7,9.2,1.1,0.9,2,0.149,-0.6,-0.9,-1.6,0.1,0.3,0.6,1.3,6.2,1,0.469,1
201,Kosta Koufos,C,24,MEM,0.61,80,22,16.9,1352,16.5,0.514,14,22.7,18.4,4.7,1.3,4.4,11.8,1.3,2.2,3.5,0.124,-2.1,1.2,-0.9,0.4,0.9,0.8,2.3,6.4,0,,1.2
202,James Johnson,SF,26,MEM,0.61,52,4,18.4,956.8,18.5,0.552,7.4,13.2,10.3,18.2,2.3,5,16,1.4,1.6,3,0.15,1.3,3.2,4.5,1.6,1.1,1.3,2,7.4,1.7,0.253,1.7
203,Marc Gasol,C,29,MEM,0.61,59,59,33.4,1970.6,18.2,0.526,5,20.5,12.7,17.7,1.6,3.2,12,2.6,3.1,5.6,0.137,0,2.9,2.9,2.4,1.3,1.9,2.5,14.6,0.2,0.182,4.1
204,Jamaal Franklin,SG,22,MEM,0.61,21,0,7.7,161.7,4.7,0.489,2.9,14,8.5,5.4,1.3,1,21.6,-0.2,0.2,0,-0.002,-5.1,-0.2,-5.4,-0.1,0.1,0.5,1.1,1.9,0.5,0.455,0.1
205,Ed Davis,PF,24,MEM,0.61,63,4,15.2,957.6,15.9,0.542,11.4,20.9,16.1,4.5,0.9,3.7,10.8,1.2,1.4,2.6,0.129,-1.9,0.5,-1.3,0.2,0.7,0.6,1.8,5.7,0,,1.4
206,Mike Conley,PG,26,MEM,0.61,73,73,33.5,2445.5,20,0.545,2,8.4,5.2,30.1,2.4,0.4,11.5,5.5,2.7,8.2,0.161,4.1,-0.7,3.4,3.3,0.2,2.1,1.9,17.2,4,0.361,3.8
207,Nick Calathes,SG,24,MEM,0.61,71,7,16.5,1171.5,12.3,0.506,2.3,11.5,6.9,26.5,3,0.6,22.8,-0.1,1.6,1.5,0.062,-1.9,0.8,-1.1,0.3,0.1,1.4,1.6,4.9,0.9,0.311,1
208,Tony Allen,SG,32,MEM,0.61,55,28,23.2,1276,15.6,0.531,7.3,12,9.6,11.7,3.8,1.2,16.2,0.5,2.1,2.7,0.1,-0.1,2.4,2.3,1.4,0.3,1.6,2.2,9,0.9,0.234,2.2
209,Dwyane Wade,SG,32,MIA,0.659,54,53,32.9,1776.6,22,0.588,4.4,12.3,8.5,25.5,2.3,1.4,15.5,3.5,2,5.5,0.149,1.9,0.3,2.3,1.9,0.5,3,2,19,0.6,0.281,4.8
210,Greg Oden,C,26,MIA,0.659,23,6,9.2,211.6,12.4,0.567,14.2,17.7,16,0.7,1.7,5.3,16.9,0.2,0.3,0.5,0.119,-3.3,-0.3,-3.6,-0.1,0.6,0.5,2.3,2.9,0,,1
211,Roger Mason,SG,33,MIA,0.659,25,2,10.4,260,8.2,0.528,0.5,9.8,5.3,10.5,1.2,0.3,11.4,0.1,0.2,0.3,0.055,-1,-2.4,-3.4,-0.1,0,0.4,1,3,1.9,0.354,0.3
212,DeAndre Liggins,SG,25,MIA,0.659,1,0,1,1,129.1,1,100,0,62.8,0,0,0,0,0,0,0,2.123,47.8,-23.1,24.8,0,0,0,0,2,0,,0
213,Rashard Lewis,SF,34,MIA,0.659,60,6,16.2,972,10.7,0.535,3.2,10.7,7.1,8.5,2.9,0.7,12.3,0.5,1.1,1.7,0.083,-0.2,0.2,0.1,0.5,0.1,0.6,1.5,4.5,2.2,0.343,0.6
214,James Jones,SF,33,MIA,0.659,20,6,11.8,236,15.4,0.666,1.1,10.8,6.1,5.8,0.7,1.5,5.2,0.6,0.1,0.7,0.147,2.9,-2.8,0,0.1,0.2,0.2,0.3,4.9,2.7,0.519,0.6
215,LeBron James,PF,29,MIA,0.659,77,77,37.7,2902.9,29.3,0.649,3.6,18.9,11.5,32,2.2,0.8,14.4,12.3,3.7,15.9,0.264,8,0.9,8.9,8,0.3,3.5,1.6,27.1,4,0.379,7.6
216,Udonis Haslem,PF,33,MIA,0.659,46,18,14.2,653.2,10.5,0.523,8.4,24.7,16.8,2.9,0.9,2,12.7,0.3,0.8,1.1,0.083,-4.1,-0.7,-4.9,-0.5,0.3,0.5,1.7,3.8,0,,1
217,Norris Cole,PG,25,MIA,0.659,82,6,24.6,2017.2,8.8,0.497,1.1,8.6,5,17.9,2,0.2,19.3,-0.5,1.7,1.2,0.029,-2.2,-0.8,-3,-0.5,0.1,1.5,1.9,6.4,2.1,0.345,0.8
